CRS_UID,SEM_ID,DEP_ID,CRS_NUM,CRS_CODE,CRS_NAME,CRS_DESC,CRS_GEAF,CRS_GEGH,CRS_DCOREL,CRS_UNITSTR,CRS_UNITS,CRS_PREREQ,CRS_COREQ,CRS_CROSS,CRS_NOTE
0,20231,BISC,307,BISC 307L,General Physiology,"Physiological functions of the circulatory, digestive, endocrine, integuementary, musculoskeletal, nervous, respiratory, and urogenital systems in animals. Lecture, 3 hours; Laboratory, 3 hours.",,,False,,4,(BISC 220 or BISC 221),,,"{'prereq': ['Prerequisite: 1 from (BISC 220 or BISC 221)'], 'alert': ['Note: Register for lecture and one lab ']}"
0,20231,BISC,310,BISC 310,Statistical Thinking for Quantitative Biology,"Introduction to general statistical theory with higher-level mathematics for biological data analysis. Basic programming in R. Discussion of techniques to describe, visualize and model different types of data.",,,False,,4,,,QBIO-310,"{'crosslist': ['Crosslist: This course is offered by the QBIO department but may qualify for major credit in BISC. To register, enroll in QBIO 310.']}"
0,20231,BISC,312,BISC 312x,Molecular Biochemistry,"Structure and function of biological macromolecules; major metabolic pathways including glycolysis and photosynthesis. DNA replication, repair, and recombination; gene expression, regulation and epigenetics.",,,False,,4,,,,{'alert': ['Note: Not available for major credit. ']}
0,20231,BISC,313,BISC 313L,Evolution and Population Genetics,"History of evolutionary thought; molecular basis for evolution; dynamics of genes in populations; specialization and macroevolution; patterns of evolution. Recommended preparation: BISC-320, BISC-325, and familiarity with algebra, basic chemistry, and basic physics.",,,False,,4,(BISC 220 or BISC 221) and (BISC 120 or BISC 121),,,"{'prereq': ['Prerequisite: 1 from (BISC 220 or BISC 221) and 1 from (BISC 120 or BISC 121)'], 'alert': ['Note: Register for lecture and one lab ']}"
0,20231,BISC,321,BISC 321,Multidisciplinary Seminar,"Builds upon a basic science background to provide students with an awareness of cutting edge scientific research, its technological applications and its societal ramifications.",,,False,,2,(BISC 120 or BISC 121 or BISC 220 or BISC 221) and (CHEM 105A or CHEM 107 or CHEM 115A) and (PHYS 135A or PHYS 151),,,{'prereq': ['Prerequisite: 1 from (BISC 120 or BISC 121 or BISC 220 or BISC 221) and 1 from (CHEM 105A or CHEM 107 or CHEM 115A) and 1 from (PHYS 135A or PHYS 151)']}
0,20231,BISC,330,BISC 330L,Biochemistry,Basic biochemical principles; classes of molecules - structure and function; cellular energetics.,,,False,,4,(CHEM 322A or CHEM 325A),,,"{'prereq': ['Prerequisite: 1 from (CHEM 322A or CHEM 325A)'], 'alert': ['Note: Register for lecture, one lab and the quiz section. Final exam date, Tues. May 09 4:30 pm - 6:30 pm ']}"
0,20231,BISC,335,BISC 335,"Science, Health and the Environment",Exploration of environmentally transmitted human diseases; understanding the human/pathogen/environment nexus that leads to disease in human populations; disease transmission reduction.,,,False,,4,(BISC 103 or BISC 120),,ENST-335,"{'prereq': ['Prerequisite: 1 from (BISC 103 or BISC 120)'], 'crosslist': ['Crosslist: This course is offered by the ENST department but may qualify for major credit in BISC. To register, enroll in ENST 335.']}"
0,20231,BISC,363,BISC 363L,Mammalogy,"Introduction to the morphology, classification, distribution and physiology of mammals; study of major mammalian groups worldwide and identification and field study of local species.",,,False,,4,,,,{}
0,20231,BISC,372,BISC 372,Cell Biology,"Introduction to the experiments, theories and knowledge of modern cell biology; analysis of cutting-edge research papers; focused on organelles, signaling, cytoskeleton and the cell cycle.",,,False,,4,(BISC 220 or BISC 221) and MATH 125,,,{'prereq': ['Prerequisite: 1 from (BISC 220 or BISC 221) and MATH 125']}
0,20231,BISC,407,BISC 407,Cellular and Molecular Neuroscience,"An examination of individual nerve cell development, target location, and establishment of functional synapses; how dysfunction in these processes contributes to neurological and neuropsychiatric diseases.",,,False,,4,BISC 421,,,"{'prereq': ['Prerequisite: BISC 421'], 'alert': ['Note: Register for lecture and one discussion. ']}"
0,20231,BISC,408,BISC 408,Systems Neuroscience,"Sensory and motor systems to illustrate concepts regarding the functional organization of the brain, from microcircuitry of neural circuits to global processes such as perception. Prerequisite: BISC 421.",,,False,,4,BISC 421,,,"{'prereq': ['Prerequisite: BISC 421'], 'alert': ['Note: Register for lecture and one discussion. ']}"
0,20231,BISC,410,BISC 410,Applications of Molecular Biology to Medicine,"Advances and trends in the understanding, diagnosis and treatment of human diseases.",,,False,,4,(BISC 312 or BISC 330 or CHEM 350),,,"{'prereq': ['Prerequisite: 1 from (BISC 312 or BISC 330 or CHEM 350)'], 'restriction': ['Restriction:  Registration open to the following class level(s): Senior']}"
0,20231,BISC,412,BISC 412,"Oceans, Climate, and the Environment","Fundamentals of climate including atmosphere and ocean. Topics include radiative energy balance, ocean-atmosphere linkages and approaches to study climate while building quantitative and qualitative skills.",,,False,,4,,Corequisite: MATH 125 and (CHEM 105A or CHEM 103),GEOL-412,"{'coreq': ['Corequisite: MATH 125 and 1 from (CHEM 105A or CHEM 103)'], 'restriction': ['Restriction:  Registration closed to the following class level(s): Freshmen'], 'crosslist': ['Crosslist: This course is offered by the GEOL department but may qualify for major credit in BISC. To register, enroll in GEOL 412.']}"
0,20231,BISC,414,BISC 414,Biology of Cancer,"Focus on the advances in molecular biology of cancer, from fundamental molecular signaling pathways to DNA repair to stem cell biology, through primary research literature reviews.",,,False,,4,BISC 320,,,{'prereq': ['Prerequisite: BISC 320']}
0,20231,BISC,423,BISC 423,Epilepsy to Ecstasy,Examination of various neurological disorders originating from developmental signaling and/or anatomical abnormalities.,,,False,,4,BISC 421,,,"{'prereq': ['Prerequisite: BISC 421'], 'alert': ['Note: This course requires instructor permission to enroll. ']}"
0,20231,BISC,424,BISC 424,Brain Architecture,"How the parts of the brain are interconnected to form a complex biological computer, from historical, evolutionary and developmental perspectives.",,,False,,4,,,,{}
0,20231,BISC,427,BISC 427,The Global Environment,"Earth's development as a habitable planet, from origin to human impacts on global biogeochemical cycles in the ocean, land, atmosphere. Discussion of environmental alternatives.",,,False,,4,(BISC 103 or BISC 120 or BISC 121) and (CHEM 103 or CHEM 105B or CHEM 108 or CHEM 115B),,,"{'prereq': ['Prerequisite: 1 from (BISC 103 or BISC 120 or BISC 121) and 1 from (CHEM 103 or CHEM 105B or CHEM 108 or CHEM 115B)'], 'restriction': ['Restriction:  Registration open to the following major(s): Biological Sciences, Environmental Science and Health, Environmental Studies, Geological Sciences']}"
0,20231,BISC,431,BISC 431L,Aquatic Microbiology,"Introduction to the habitat, phylogenetic, physiological and metabolic diversity of microbial life in aquatic environments.",,,False,,4,(BISC 220 or BISC 221),,,{'prereq': ['Prerequisite: 1 from (BISC 220 or BISC 221)']}
0,20231,BISC,435,BISC 435,Advanced Biochemistry,"Macromolecular structure and function; enzymology; metabolic regulation. Lecture, 3 hours; discussion, 2 hours.",,,False,,4,BISC 330,,,"{'prereq': ['Prerequisite: BISC 330'], 'alert': ['Note: Register for lecture and discussion. ']}"
0,20231,BISC,440,BISC 440,Biodemography of Aging,Consideration of the biological and social-cultural factors that govern the evolution of life spans and the life of humans and selected animal models. Recommended preparation: statistics,,,False,,4,(BISC 120 or BISC 121),,GERO-440,"{'prereq': ['Prerequisite: 1 from (BISC 120 or BISC 121)'], 'crosslist': ['Crosslist: This course is offered by the GERO department but may qualify for major credit in BISC. To register, enroll in GERO 440.']}"
0,20231,BISC,445,BISC 445L,Fundamentals of Vertebrate Biology,Evolution and comparative anatomy of vertebrates.,,,False,,4,(BISC 120 or BISC 121),,,{'prereq': ['Prerequisite: 1 from (BISC 120 or BISC 121)']}
0,20231,BISC,457,BISC 457L,Methods in Marine Biology and Biological Oceanography,"Introduction to standard methods used in oceanography and marine biology through a a combination of lectures, laboratory exercises and field experiences.",,,False,,4,(BISC 103 or BISC 120 or BISC 121),,,{'prereq': ['Prerequisite: 1 from (BISC 103 or BISC 120 or BISC 121)']}
0,20231,BISC,461,BISC 461,Seminar in Molecular and Computational Biology,"Topical seminar in molecular and computational biology. Junior, senior or graduate standing.",,,False,,2,,,,"{'restriction': ['Restriction:  Registration open to the following class level(s): Junior, Senior, Master Student, Doctoral Student']}"
0,20231,BISC,469,BISC 469L,Marine Biology,"Oceanography and marine biology, sampling techniques, evolutionary adaptations, morphology, systematics.",,,False,,4,(BISC 103 or BISC 120 or BISC 121),,,{'prereq': ['Prerequisite: 1 from (BISC 103 or BISC 120 or BISC 121)']}
0,20231,BISC,480,BISC 480L,Developmental Biology,"Basic mechanisms of animal development are considered at different levels of analysis. Emphasis is on molecular, genetic and cellular processes underlying vertebrate and invertebrate development. General concepts and evolutionary mechanisms are emphasized.",,,False,,4,(BISC 220 or BISC 221),,,{'prereq': ['Prerequisite: 1 from (BISC 220 or BISC 221)']}
0,20231,BISC,482,BISC 482,Systems Biology,Foundational skill-building for modeling and analysis of biological data. Hands-on instruction for developing and simulating models of dynamic biological systems.,,,False,,4,,,QBIO-482,"{'crosslist': ['Crosslist: This course is offered by the QBIO department but may qualify for major credit in BISC. To register, enroll in QBIO 482.']}"
0,20231,BISC,483,BISC 483,Geobiology and Astrobiology,"Relationships between microbiota and the earth environment including the hydrosphere, lithosphere and atmosphere, with consideration of the potential for life on other planets.",,,False,,4,(BISC 120 or BISC 121) and (CHEM 105B or CHEM 108),,,{'prereq': ['Prerequisite: 1 from (BISC 120 or BISC 121) and 1 from (CHEM 105B or CHEM 108)']}
0,20231,BISC,485,BISC 485,Advanced Seminar in Bacterial Survival and Evolution,Literature-based seminar in current topics in microbial evolution and adaptation.,,,False,,4,(BISC 120 or BISC 121) and (BISC 220 or BISC 221) and (BISC 312 or BISC 320 or CHEM 350) and (CHEM 322A or CHEM 325A),,,{'prereq': ['Prerequisite: 1 from (BISC 120 or BISC 121) and 1 from (BISC 220 or BISC 221) and 1 from (BISC 312 or BISC 320 or CHEM 350) and 1 from (CHEM 322A or CHEM 325A)']}
0,20231,BISC,490,BISC 490x,Directed Research,Individual research and readings. Not available for graduate credit.,,,False,"1.0-8.0 units, max 12",,,,,{'alert': ['Note: Enrollment in this course requires an application available at dornsife.usc.edu/bisc/bisc-undergraduate-forms/ ']}
0,20231,BISC,491,BISC 491L,Practical Aquaculture,"Directed research focused on sustainable marine aquaculture; in particular, research and development projects leveraged by a partnership between academic, non-profit and commercial organizations.",,,False,,4,(BISC 103 or BISC 120 or BISC 121),,,"{'prereq': ['Prerequisite: 1 from (BISC 103 or BISC 120 or BISC 121)'], 'restriction': ['Restriction:  Registration open to the following class level(s): Junior, Master Student, Senior, Senior (fifth year)']}"
0,20231,BISC,493,BISC 493x,Honors Seminar,Not available for graduate credit.,,,False,"1.0 units, max 4",,(BISC 220 or BISC 221) and (BISC 120 or BISC 121),,,"{'prereq': ['Prerequisite: 1 from (BISC 220 or BISC 221) and 1 from (BISC 120 or BISC 121)'], 'restriction': ['Restriction:  Registration open to the following class level(s): Junior, Senior']}"
0,20231,BISC,494,BISC 494x,Honors Thesis,Not available for graduate credit.,,,False,,2,BISC 493,,,"{'prereq': ['Prerequisite: BISC 493'], 'restriction': ['Restriction:  Registration open to the following class level(s): Senior']}"
0,20231,BISC,499,BISC 499,Special Topics,"Lecture and discussion in specialized areas of the biological sciences. Students cannot register more than twice for this course. Not open to freshmen and sophomores. Recommended preparation: BISC 220L or BISC 221L, BISC 320L, BISC 325 and BISC 330L.",,,False,"2.0-4.0 units, max 8",,,,,"{'restriction': ['Restriction:  Registration closed to the following class level(s): Freshmen, Sophomore'], 'alert': ['Note: Register for the lecture and laboratory sections. ']}"
0,20231,BISC,502B,BISC 502b,Molecular Genetics and Biochemistry,"Current genetic and biochemical analysis of replication, recombination, mutagenesis, and repair. Fundamentals of transcription and regulation of gene expression. Recent applications of genetic engineering and genome analysis.",,,False,,4,,,,{}
0,20231,BISC,504,BISC 504L,Laboratory Techniques in Cellular and Molecular Biology,Rotation of graduate students through molecular biology research laboratories to learn the major technological skills required in the field. Graded CR/NC.,,,False,"1.0-4.0 units, max 8",,,,,{}
0,20231,BISC,529,BISC 529,Seminar in Marine Biology,,,,False,"1.0 units, max 4",,,,,{}
0,20231,BISC,530,BISC 530,Advanced Seminar in Plankton Biology,"An overview of phytoplankton and zooplankton taxa, their morphologies and life histories using material collected from the local environment off LA and near the Philip K. Wrigley Marine Science Center on Catalina Island.",,,False,,2,,,,{}
0,20231,BISC,542,BISC 542,Seminar in Molecular Biology,,,,False,"1.0 units, max 6",,,,,{}
0,20231,BISC,544,BISC 544,Advanced Reading in Molecular Biology,Advanced training for molecular biology graduate students in reading primary journal articles. Emphasis on critical analyses of primary scientific literature.,,,False,"1.0-2.0 units, max 4",,,,,"{'restriction': ['Restriction:  Registration open to the following major(s): Computational Biology and Bioinformatics, Computational Molecular Biology, Molecular Biology', 'Restriction:  Registration open to the following class level(s): Doctoral Student, Master Student'], 'alert': ['Note: Section 13505 is for Ph.D. students; section 13506 is for M.S. students; section 13507 is for CBI Ph.D. students only. ']}"
0,20231,BISC,549,BISC 549,Seminar in Integrative and Evolutionary Biology,Current topics in integrative and evolutionary biology.,,,False,"2.0 units, max 6",,,,,{}
0,20231,BISC,584,BISC 584,Faculty Lecture Series,Multi-instructor course designed to introduce students to the breadth and depth of faculty interests within the MEB Section of Biological Sciences and the Natural History Museum.,,,False,,2,,,,{}
0,20231,BISC,585,BISC 585,Scientific Writing and Reviewing,Hands-on experience writing and reviewing scientific literature. The review process and participation in writiing and reviewing their own proposals.,,,False,,2,,,,{}
0,20231,BISC,590,BISC 590,Directed Research,Research leading to the Master's Degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,,,False,1.0-12.0 units,,,,,{}
0,20231,BISC,593,BISC 593,Practicum in Teaching the Biological Sciences,Practical principles for the long-term development of effective teaching within College disciplines. Intended for teaching assistants in Dornsife College.,,,False,,2,,,,{}
0,20231,BISC,596,BISC 596,Internship for Curricular Practical Training,"Part-time or full-time, practical work experience in the student's field of study. The internship must be located at an off-campus facility. Students are individually supervised by faculty. May not be taken until the student has completed at least one semester of enrollment in the graduate program with a cumulative 3.0 GPA.",,,False,"1.0-3.0 units, max 3",,,,,"{'restriction': ['Restriction:  Registration open to the following class level(s): Doctoral Student, Master Student']}"
0,20231,BISC,599,BISC 599,Special Topics,,,,False,"2.0-4.0 units, max 8",,,,,{}
0,20231,BISC,790,BISC 790,Research,Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,,,False,1.0-12.0 units,,,,,{}
0,20231,BISC,794A,BISC 794a,Doctoral Dissertation,Credit on acceptance of Dissertation. Graded IP/CR/NC.,,,False,,2,,,,{}
0,20231,BISC,794B,BISC 794b,Doctoral Dissertation,Credit on acceptance of Dissertation. Graded IP/CR/NC.,,,False,,2,BISC 794A,,,{'prereq': ['Prerequisite: BISC 794A']}
0,20231,BISC,794C,BISC 794c,Doctoral Dissertation,Credit on acceptance of Dissertation. Graded IP/CR/NC.,,,False,,2,BISC 794B,,,{'prereq': ['Prerequisite: BISC 794B']}
0,20231,BISC,794D,BISC 794d,Doctoral Dissertation,Credit on acceptance of Dissertation. Graded IP/CR/NC.,,,False,,2,BISC 794C,,,{'prereq': ['Prerequisite: BISC 794C']}
0,20231,BISC,794Z,BISC 794z,Doctoral Dissertation,Credit on acceptance of Dissertation. Graded IP/CR/NC.,,,False,,0,BISC 794D,,,{'prereq': ['Prerequisite: BISC 794D']}
0,20231,CHEM,050,CHEM 050x,General Chemistry Tutorial,"Weekly tutorial for selected students in CHEM 105aL. Strong emphasis on chemical mathematics and key concepts in general chemistry. Topics parallel lectures in CHEM 105aL. Not available for degree credit. Graded CR/NC. Discussion, 2 hours.",,,False,,2,CHEM 050,,,"{'alert': ['Note: Course not available for degree credit '], 'concurrency': ['Concurrent enrollment: CHEM 105A']}"
0,20231,CHEM,102,CHEM 102,The Molecular World,"Basic chemistry and its impact on the contemporary world. Topics include: structures and reactions of molecules, stoichiometry, nomenclature, gases, solutions.",,,False,,4,,,,{}
0,20231,CHEM,105A,CHEM 105aLg,General Chemistry,"Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures. Prerequisite to all more advanced courses in chemistry. Lecture, 3 hours; laboratory and discussion, 4 hours. Quiz, 1 hour.",E,,True,,4,CHEM 050,,,"{'prereq': ['Prerequisite: CHEM 050'], 'generaleducation': [""General Education: This course satisfies the university's general education requirement.""], 'alert': ['Note: Register for lecture, quiz and one lab. Concurrent enrollment in CHEM 050 or passing of Chemisry and Math Placement tests. All students are required to take Chemistry Placement test within past twenty-four months; if expired, sign up for test at language.usc.edu. This course carries GE credit but it is intended for a specific group of students rather than a general student audience. It is part of the curriculum for majors and pre-professional students. For lecture questions, email coord105@usc.edu. To be added to the lab waitlist, email Dr. Skibo (skibo@usc.edu) with the course (105a or 105b), your USC ID number and all the lab times (not section numbers) that fit in your schedule. The more flexible you are, the more likely you will get a spot in lab sooner. ']}"
0,20231,CHEM,105B,CHEM 105bL,General Chemistry,Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures.,,,False,,4,(CHEM 105A or CHEM 107 or CHEM 115A),,,{'prereq': ['Prerequisite: 1 from (CHEM 105A or CHEM 107 or CHEM 115A)']}
0,20231,CHEM,108,CHEM 108L,General Chemistry for Chemistry Majors,Fundamental principles and laws of chemistry emphasizing contemporary chemistry; laboratory work focuses on quantitative procedures. Second-semester general chemistry course for majors.,,,False,,4,(CHEM 105A or CHEM 107 or CHEM 115A),,,"{'prereq': ['Prerequisite: 1 from (CHEM 105A or CHEM 107 or CHEM 115A)'], 'restriction': ['Restriction:  Registration open to the following major(s): Biochemistry, Chemistry (Chemical Biology), Chemistry (Chemical Nanoscience), Chemistry, Chemistry (Research)'], 'alert': ['Note: Register for lecture, quiz and one lab ']}"
0,20231,CHEM,115B,CHEM 115bL,Advanced General Chemistry,"Equivalent to CHEM 105a - CHEM 105b, but taught at a higher level for exceptionally well-prepared students.",,,False,,4,(CHEM 105A or CHEM 107 or CHEM 115A),,,"{'prereq': ['Prerequisite: 1 from (CHEM 105A or CHEM 107 or CHEM 115A)'], 'alert': ['Note: Register for lecture-discussion, quiz and one lab ']}"
0,20231,CHEM,205,CHEM 205Lxg,Chemical Forensics,"Scientific principles underlying forensic approaches to the investigation of crimes and its societal impact on law, culture and media. Not available for major credit.",E,,True,,4,,,,"{'generaleducation': [""General Education: This course satisfies the university's general education requirement.""], 'alert': ['Note: Register for lecture-discussion and one lab ']}"
0,20231,CHEM,251,CHEM 251x,Organic Chemistry Tutorial B,"Structured tutorial course, which enables students to understand fundamental principles, better approach problems with success. Explores the major principles of organic chemistry and its relevance. Topics covered will parallel 322B.Prerequisite: CHEM 322aL. Corequisite: CHEM-322bL. Graded CR/NC. Not available for degree credit.",,,False,,2,CHEM 322a,Corequisite: CHEM 322b,,"{'prereq': ['Prerequisite: CHEM 322a'], 'coreq': ['Corequisite: CHEM 322b'], 'alert': ['Note: For inquiry and ""D"" clearance, contact Professor Jung, kwjung@usc.edu ']}"
0,20231,CHEM,290A,CHEM 290aL,Special Laboratory,"Laboratory component for CHEM 105a, 105b, 322a, or 322b for students with equivalent lecture credit from another institution. Prereq: Consent of department head.",,,False,,1,,,,{}
0,20231,CHEM,290B,CHEM 290bL,Special Laboratory,"Laboratory component for CHEM 105a, 105b, 322a, or 322b for students with equivalent lecture credit from another institution.",,,False,,1,CHEM 290A,,,{'prereq': ['Prerequisite: CHEM 290A']}
0,20231,CHEM,290C,CHEM 290cL,Special Laboratory,"Laboratory component for CHEM 105a, 105b, 322a, or 322b for students with equivalent lecture credit from another institution.",,,False,,1,CHEM 290B,,,{'prereq': ['Prerequisite: CHEM 290B']}
0,20231,CHEM,290D,CHEM 290dL,Special Laboratory,"Laboratory component for CHEM 105a, 105b, 322a, or 322b for students with equivalent lecture credit from another institution.",,,False,,1,CHEM 290C,,,{'prereq': ['Prerequisite: CHEM 290C']}
0,20231,CHEM,292,CHEM 292,Supervised Research,Supervised undergraduate research experience.,,,False,"2.0 units, max 4",,,Corequisite: (CHEM 105a or CHEM 115a),,{'coreq': ['Corequisite: 1 from (CHEM 105a or CHEM 115a)']}
0,20231,CHEM,294,CHEM 294,Undergraduate Research Seminar,Seminars in current research in the chemical and molecular sciences.,,,False,"1.0 units, max 4",,,Corequisite: (CHEM 105a or CHEM 115a),,{'coreq': ['Corequisite: 1 from (CHEM 105a or CHEM 115a)']}
0,20231,CHEM,300,CHEM 300L,Analytical Chemistry,"Theory and practice in chemical analysis, emphasizing instrumental techniques; error analysis, fractional distillation, extraction; chromatograhpy; visible, ultraviolet, and infrared spectroscopy; introductions to electrochemistry and nuclear magnetic resonance spectroscopy.",,,False,,4,(CHEM 105B or CHEM 108 or CHEM 115B),Corequisite: (CHEM 322A or CHEM 325A),,"{'prereq': ['Prerequisite: 1 from (CHEM 105B or CHEM 108 or CHEM 115B)'], 'coreq': ['Corequisite: 1 from (CHEM 322A or CHEM 325A)'], 'alert': ['Note: Register for lecture-discussion and one lab. ']}"
0,20231,CHEM,322A,CHEM 322aL,Organic Chemistry,Chemistry of the carbon compounds of the aliphatic and aromatic series; laboratory preparation of typical compounds of both series.,,,False,,4,(CHEM 105B or CHEM 108 or CHEM 115B),,,"{'prereq': ['Prerequisite: 1 from (CHEM 105B or CHEM 108 or CHEM 115B)'], 'alert': ['Note: Register for lecture, quiz, one disc and one lab. Discussion is lecture for lab. There may not be more spots added to your desired lab time. However, keep checking back. Set a reminder to check back here and submit a D-clearance request form forms.gle/pzREoQdHnC9RbwEb8 on January 1st to join the wait list for your desired lab section - Dr. Moore (moorejl@usc.edu). ']}"
0,20231,CHEM,322B,CHEM 322bL,Organic Chemistry,Chemistry of the carbon compounds of the aliphatic and aromatic series; laboratory preparation of typical compounds of both series.,,,False,,4,(CHEM 322A or CHEM 325A),,,"{'prereq': ['Prerequisite: 1 from (CHEM 322A or CHEM 325A)'], 'alert': ['Note: Register for one lecture, quiz, one discussion and one lab. Discussion is lecture for lab. There may not be more spots added to your desired time. However, keep checking back. Set a reminder to check back here and submit a D-clearance request form forms.gle/pzREoQdHnC9RbwEb8 on January 1st to join the wait list for your desired lab section. Any submissions before January 1st will be deleted - Dr. Moore (moorejl@usc.edu). ']}"
0,20231,CHEM,325B,CHEM 325bL,Organic Chemistry,Required of majors in chemistry.,,,False,,4,(CHEM 325A or CHEM 322A),,,"{'prereq': ['Prerequisite: 1 from (CHEM 325A or CHEM 322A)'], 'restriction': ['Restriction:  Registration open to the following major(s): Biochemistry, Chemistry (Chemical Biology), Chemistry (Chemical Nanoscience), Chemistry, Chemistry (Research)'], 'alert': ['Note: Register for lecture, discussion, quiz and one lab CHEM 325 is for CHEM majors only ']}"
0,20231,CHEM,330,CHEM 330L,Biochemistry,Basic biochemical principles; classes of molecules - structure and function; cellular energetics.,,,False,,4,(CHEM 322A or CHEM 325A),,BISC-330,"{'prereq': ['Prerequisite: 1 from (CHEM 322A or CHEM 325A)'], 'crosslist': ['Crosslist: This course is offered by the BISC department but may qualify for major credit in CHEM. To register, enroll in BISC 330.'], 'alert': ['Note: Register for lecture, one lab and the quiz section. Final exam date, Tues. May 09 4:30 pm - 6:30 pm ']}"
0,20231,CHEM,332,CHEM 332L,Physical Chemical Measurements,"Experimental study of topics discussed in CHEM 430 and CHEM 431; adsorption, magnetic susceptibility; electron spin resonance, kinetics, equilibria, molecular spectra and structure, viscosity, dielectric properties.",,,False,,4,,Corequisite: (CHEM 430B or CHEM 431),,"{'coreq': ['Corequisite: 1 from (CHEM 430B or CHEM 431)'], 'alert': ['Note: Register for lecture-discussion and lab ']}"
0,20231,CHEM,423,CHEM 423L,Advanced Laboratory Techniques in Organic and Inorganic Chemistry,"Advanced synthetic, analytical, and physical measurement techniques in organic and inorganic chemistry. Emphasis on laboratory work with discussion of theoretical background. Lecture, 2 hours; discussion, 1 hour; laboratory, 8 hours.",,,False,,4,CHEM 300 and (CHEM 322b or CHEM 325b),,,"{'prereq': ['Prerequisite: CHEM 300 and 1 from (CHEM 322b or CHEM 325b)'], 'alert': ['Note: Register for lecture, lab and disc ']}"
0,20231,CHEM,431,CHEM 431,Physical Chemistry,Classical and quantum mechanics: atomic structure; molecular structure; chemical bonds; solid state; symmetry; electric and magnetic properties of molecules; atomic spectroscopy; rotational and vibrational spectroscopy; electronic spectroscopy.,,,False,,4,PHYS 152,,,"{'prereq': ['Prerequisite: PHYS 152'], 'alert': ['Note: Register for lecture and discussion ']}"
0,20231,CHEM,432,CHEM 432,Physical Chemistry for the Life Sciences,"Principles of physical chemistry relevant for the life sciences: thermodynamics, chemical equilibria, molecular dynamics, kinetics, molecular structures and interactions, spectroscopy, statistical thermodynamics and macromolecular structures. Duplicates credit in CHEM 430a.",,,False,,4,(CHEM 300 or CHEM 322a or CHEM 325a) and MATH 126 and (PHYS 135a or PHYS 151),,,"{'prereq': ['Prerequisite: 1 from (CHEM 300 or CHEM 322a or CHEM 325a) and MATH 126 and 1 from (PHYS 135a or PHYS 151)'], 'alert': ['Note: Register for lecture and discussion ']}"
0,20231,CHEM,453,CHEM 453,Advanced Inorganic Chemistry,"Atomic structure, theory of bonding, molecular structure, metallic state, coordination compounds, transition and nontransition metals, magnetic and optical properties, crystal field theory, mechanism of reactions.",,,False,,4,(CHEM 105B or CHEM 108 or CHEM 115B) and (CHEM 322A or CHEM 325A),,,"{'prereq': ['Prerequisite: 1 from (CHEM 105B or CHEM 108 or CHEM 115B) and 1 from (CHEM 322A or CHEM 325A)'], 'alert': ['Note: Register for lecture and discussion ']}"
0,20231,CHEM,455,CHEM 455,Chemical Nanotechnology,"Studies in the fundamental principles governing nanoscale materials. Structure and chemical bonding, preparative methods, and electrical, optical and magnetic properties of nanoscale materials and applications.",,,False,,4,(CHEM 322A or CHEM 325A),,,"{'prereq': ['Prerequisite: 1 from (CHEM 322A or CHEM 325A)'], 'alert': ['Note: Register for lecture and discussion ']}"
0,20231,CHEM,463,CHEM 463,Chemical Nanotechnology Laboratory,Experimental techniques in the synthesis and characterization of nanoscale materials. Emphasis on examining size-dependent properties of various nano - scale materials using spectroscopic techniques.,,,False,,2,(CHEM 322A or CHEM 325A),,,{'prereq': ['Prerequisite: 1 from (CHEM 322A or CHEM 325A)']}
0,20231,CHEM,488,CHEM 488,Introduction to Theory & Practice of X-Ray Crystallography,Introduction to single crystal X-ray diffraction theory and its extension to two-dimensional diffraction. Application of modern instrumentation and software techniques to problems of current chemical interest.,,,False,,4,CHEM 300 and (CHEM 322a or CHEM 325a) and (CHEM 322b or CHEM 325b),,,{'prereq': ['Prerequisite: CHEM 300 and 1 from (CHEM 322a or CHEM 325a) and 1 from (CHEM 322b or CHEM 325b)']}
0,20231,CHEM,490,CHEM 490x,Directed Research,Individual research and readings. Not available for graduate credit.,,,False,"1.0-8.0 units, max 12",,,,,"{'restriction': ['Restriction:  Registration open to the following class level(s): Junior, Senior']}"
0,20231,CHEM,494,CHEM 494x,Advanced Research Experience,"Directed undergraduate research supervised by faculty, with advanced capstone research experience. Not available for graduate credit.",,,False,"2.0-4.0 units, max 4",,CHEM 490,,,{'prereq': ['Prerequisite: CHEM 490']}
0,20231,CHEM,495,CHEM 495,Beyond the Classroom - Research in Modern Chemistry,"Current topics in chemical research, understanding structures of modern graduate training program and navigating the process of graduate program application.",,,False,,2,,,,"{'restriction': ['Restriction:  Registration open to the following class level(s): Junior, Senior, Senior (fifth year)']}"
0,20231,CHEM,499,CHEM 499,Special Topics,Lectures and discussions on specialized topics in chemistry.,,,False,"2.0-4.0 units, max 8",,,,,{}
0,20231,CHEM,520B,CHEM 520b,Advanced Chemical Biology,"Chemical approaches to investigate protein function and posttranslational modifications. Recommended preparation: CHEM 322ab, and BISC 330 (or equivalent).",,,False,,2,CHEM 520a,,,{'prereq': ['Prerequisite: CHEM 520a']}
